data;valor;preco;quantidade;tipo_operacao;taxa;ativo;tipo;categoria;descricao;forma_pagamento;indicador1;indicador2
23/06/2023;1744.05;1744.05;1.0;Depósito;0.0;;receita;Trabalho;Freelance;PIX;0.0;0.0
24/06/2023;1452.87;1452.87;1.0;Débito;0.0;;despesa;Saúde;Medicamento;Boleto;0.0;0.0
24/06/2023;232.21;232.21;1.0;Pagamento PIX;0.0;;despesa;Lazer;Esporte;Crédito;0.0;0.0
24/06/2023;97.22;97.22;1.0;Pagamento PIX;0.0;;despesa;Transporte;Metrô;Boleto;0.0;0.0
24/06/2023;725.72;725.72;1.0;Compra;0.0;;despesa;Alimentação;Restaurante;Pix;0.0;0.0
24/06/2023;12187.65;12187.65;1.0;Transferência;0.0;;receita;Trabalho;13º;PIX;0.0;0.0
25/06/2023;1085.14;1085.14;1.0;Compra;0.0;;despesa;Moradia;Luz;Boleto;0.0;0.0
26/06/2023;430.25;430.25;1.0;Pagamento PIX;0.0;;despesa;Lazer;Cinema;Débito;0.0;0.0
27/06/2023;908.31;908.31;1.0;Compra;0.0;;despesa;Educação;Material Escolar;Dinheiro;0.0;0.0
27/06/2023;830.06;830.06;1.0;Pagamento;0.0;;despesa;Saúde;Consulta;Dinheiro;0.0;0.0
27/06/2023;892.18;892.18;1.0;Compra;0.0;;despesa;Alimentação;Supermercado;Transferência;0.0;0.0
28/06/2023;381.13;381.13;1.0;Compra;0.0;;despesa;Transporte;Metrô;PIX;0.0;0.0
28/06/2023;441.52;441.52;1.0;Débito;0.0;;despesa;Transporte;Taxi;Dinheiro;0.0;0.0
28/06/2023;11306.12;11306.12;1.0;Depósito;0.0;;receita;Trabalho;Salário;PIX;0.0;0.0
28/06/2023;5574.76;5574.76;1.0;Transferência PIX;0.0;;receita;Trabalho;Bônus;PIX;0.0;0.0
29/06/2023;11548.38;11548.38;1.0;Transferência PIX;0.0;;receita;Trabalho;Salário;PIX;0.0;0.0
29/06/2023;1877.81;1877.81;1.0;Lançamento;0.0;;despesa;Moradia;Condomínio;Transferência;0.0;0.0
29/06/2023;12458.91;12458.91;1.0;Transferência PIX;0.0;;receita;Trabalho;13º;PIX;0.0;0.0
29/06/2023;260.68;260.68;1.0;Débito;0.0;;despesa;Educação;Cursos;Pix;0.0;0.0
30/06/2023;10944.15;10944.15;1.0;Transferência;0.0;;receita;Trabalho;13º;PIX;0.0;0.0
30/06/2023;595.47;595.47;1.0;Compra;0.0;;despesa;Educação;Material Escolar;Débito;0.0;0.0
30/06/2023;2582.28;71.73;36.0;Compra;12.26;KMAX11;investimento;Investimentos;Renda Fixa;PIX;6.7392;1.8653
30/06/2023;519.93;519.93;1.0;Pagamento PIX;0.0;;despesa;Educação;Faculdade;Crédito;0.0;0.0
30/06/2023;2501.66;2501.66;1.0;Compra;0.0;;despesa;Moradia;Aluguel;Transferência;0.0;0.0
30/06/2023;481.76;481.76;1.0;Pagamento;0.0;;despesa;Educação;Cursos;Dinheiro;0.0;0.0
01/07/2023;215.44;215.44;1.0;Compra;0.0;;despesa;Alimentação;Supermercado;Crédito;0.0;0.0
01/07/2023;1725.41;1725.41;1.0;Compra;0.0;;despesa;Moradia;Água;Transferência;0.0;0.0
01/07/2023;1573.65;1573.65;1.0;Débito;0.0;;despesa;Moradia;Água;PIX;0.0;0.0
02/07/2023;532.02;532.02;1.0;Pagamento PIX;0.0;;despesa;Alimentação;Restaurante;Débito Online;0.0;0.0
02/07/2023;395.51;395.51;1.0;Lançamento;0.0;;despesa;Lazer;Cinema;Dinheiro;0.0;0.0
02/07/2023;443.38;443.38;1.0;Pagamento;0.0;;despesa;Alimentação;Restaurante;PIX;0.0;0.0
02/07/2023;859.02;859.02;1.0;Compra;0.0;;despesa;Lazer;Esporte;Dinheiro;0.0;0.0
02/07/2023;1325.45;1325.45;1.0;Pagamento;0.0;;despesa;Moradia;Água;Transferência;0.0;0.0
03/07/2023;198.19;198.19;1.0;Compra;0.0;;despesa;Transporte;Taxi;Crédito Parcelado;0.0;0.0
03/07/2023;475.95;475.95;1.0;Pagamento PIX;0.0;;despesa;Alimentação;Merenda;Transferência;0.0;0.0
03/07/2023;2398.08;2398.08;1.0;Débito;0.0;;despesa;Moradia;Água;Transferência;0.0;0.0
03/07/2023;2675.54;2675.54;1.0;Lançamento;0.0;;despesa;Moradia;Água;Transferência;0.0;0.0
03/07/2023;13219.36;13219.36;1.0;Pix;0.0;;receita;Trabalho;Salário;PIX;0.0;0.0
04/07/2023;1888.32;44.96;42.0;Venda;8.97;KIND11;investimento;Investimentos;Ações;Transferência;6.1881;2.8235
04/07/2023;554.51;554.51;1.0;Lançamento;0.0;;despesa;Educação;Cursos;Débito Online;0.0;0.0
04/07/2023;117.52;117.52;1.0;Débito;0.0;;despesa;Transporte;Metrô;Dinheiro;0.0;0.0
04/07/2023;511.43;511.43;1.0;Débito;0.0;;despesa;Educação;Livros;Débito Online;0.0;0.0
04/07/2023;715.81;715.81;1.0;Pagamento;0.0;;despesa;Lazer;Esporte;Crédito;0.0;0.0
05/07/2023;1966.0;1966.0;1.0;Compra;0.0;;despesa;Moradia;Internet;Boleto;0.0;0.0
06/07/2023;409.49;409.49;1.0;Lançamento;0.0;;despesa;Lazer;Hobby;Dinheiro;0.0;0.0
06/07/2023;1454.61;1454.61;1.0;Pagamento PIX;0.0;;despesa;Moradia;Água;PIX;0.0;0.0
07/07/2023;264.73;264.73;1.0;Débito;0.0;;despesa;Transporte;Ônibus;Boleto;0.0;0.0
07/07/2023;807.52;807.52;1.0;Débito;0.0;;despesa;Educação;Faculdade;Crédito Parcelado;0.0;0.0
07/07/2023;9201.21;9201.21;1.0;Crédito;0.0;;receita;Trabalho;Salário;Transferência;0.0;0.0
08/07/2023;15005.72;24203.67;0.619977;Compra;14.43;SOL;investimento;Investimentos;ETFs;Débito Online;7.5288;3.7526
08/07/2023;745.77;745.77;1.0;Pagamento;0.0;;despesa;Educação;Faculdade;Débito Online;0.0;0.0
08/07/2023;13687.39;13687.39;1.0;Transferência PIX;0.0;;receita;Trabalho;13º;Transferência;0.0;0.0
08/07/2023;903.06;903.06;1.0;Débito;0.0;;despesa;Alimentação;Supermercado;Débito;0.0;0.0
08/07/2023;6098.71;6098.71;1.0;Transferência;0.0;;receita;Trabalho;Trabalho extra;PIX;0.0;0.0
09/07/2023;554.76;554.76;1.0;Débito;0.0;;despesa;Saúde;Consulta;Débito;0.0;0.0
09/07/2023;176.02;176.02;1.0;Pagamento;0.0;;despesa;Lazer;Cinema;Transferência;0.0;0.0
09/07/2023;850.45;850.45;1.0;Lançamento;0.0;;despesa;Educação;Faculdade;Crédito Parcelado;0.0;0.0
09/07/2023;956.27;956.27;1.0;Lançamento;0.0;;despesa;Educação;Faculdade;Débito;0.0;0.0
09/07/2023;1934.03;39.47;49.0;Dividendos;8.76;KMAX11;investimento;Investimentos;Ações;Transferência;4.2014;2.5461
10/07/2023;2676.46;2676.46;1.0;Pagamento;0.0;;despesa;Moradia;Luz;Transferência;0.0;0.0
10/07/2023;407.58;407.58;1.0;Compra;0.0;;despesa;Saúde;Plano de Saúde;Débito;0.0;0.0
10/07/2023;3362.92;152.86;22.0;Venda;3.32;ABEV3;investimento;Investimentos;ETFs;Transferência;9.1269;1.6475
10/07/2023;2321.12;2321.12;1.0;Crédito;0.0;;receita;Trabalho;Freelance;PIX;0.0;0.0
10/07/2023;231.02;231.02;1.0;Pagamento PIX;0.0;;despesa;Educação;Faculdade;Débito Online;0.0;0.0
11/07/2023;53.65;53.65;1.0;Débito;0.0;;despesa;Educação;Material Escolar;Crédito Parcelado;0.0;0.0
11/07/2023;2032.41;2032.41;1.0;Compra;0.0;;despesa;Moradia;Aluguel;Transferência;0.0;0.0
11/07/2023;707.66;707.66;1.0;Pagamento PIX;0.0;;despesa;Educação;Material Escolar;Dinheiro;0.0;0.0
12/07/2023;5365.23;10765.7;0.498363;Venda;6.24;SOL;investimento;Investimentos;Ações;Débito;10.8908;0.096
12/07/2023;1341.83;1341.83;1.0;Venda;6.95;CDB;investimento;Investimentos;Ações;PIX;3.1094;0.7976
13/07/2023;921.79;921.79;1.0;Lançamento;0.0;;despesa;Alimentação;Restaurante;PIX;0.0;0.0
14/07/2023;639.67;639.67;1.0;Pagamento;0.0;;despesa;Lazer;Viagem;Crédito Parcelado;0.0;0.0
14/07/2023;1047.03;1047.03;1.0;Pagamento PIX;0.0;;despesa;Saúde;Plano de Saúde;Boleto;0.0;0.0
14/07/2023;703.79;703.79;1.0;Compra;0.0;;despesa;Educação;Livros;Débito Online;0.0;0.0
14/07/2023;696.25;696.25;1.0;Compra;0.0;;despesa;Alimentação;Merenda;Transferência;0.0;0.0
14/07/2023;988.46;988.46;1.0;Compra;0.0;;despesa;Educação;Livros;PIX;0.0;0.0
15/07/2023;14655.1;14655.1;1.0;Pix;0.0;;receita;Trabalho;Salário;Transferência;0.0;0.0
15/07/2023;201.17;201.17;1.0;Débito;0.0;;despesa;Transporte;Ônibus;Crédito Parcelado;0.0;0.0
16/07/2023;67.74;67.74;1.0;Débito;0.0;;despesa;Lazer;Cinema;Crédito;0.0;0.0
17/07/2023;1690.43;1690.43;1.0;Pagamento;0.0;;despesa;Moradia;IPTU;Boleto;0.0;0.0
17/07/2023;424.33;424.33;1.0;Pagamento PIX;0.0;;despesa;Transporte;Metrô;Crédito;0.0;0.0
18/07/2023;340.39;340.39;1.0;Compra;0.0;;despesa;Lazer;Show;Crédito Parcelado;0.0;0.0
18/07/2023;54.27;54.27;1.0;Lançamento;0.0;;despesa;Transporte;Metrô;Transferência;0.0;0.0
18/07/2023;260.43;260.43;1.0;Débito;0.0;;despesa;Transporte;Ônibus;Pix;0.0;0.0
18/07/2023;9108.0;99.0;92.0;Compra;0.18;VALE3;investimento;Investimentos;Renda Fixa;Débito;5.9015;1.1245
18/07/2023;6672.29;6672.29;1.0;Transferência;0.0;;receita;Trabalho;Bônus;PIX;0.0;0.0
19/07/2023;458.11;458.11;1.0;Pagamento PIX;0.0;;despesa;Saúde;Plano de Saúde;Crédito Parcelado;0.0;0.0
20/07/2023;767.39;767.39;1.0;Compra;0.0;;despesa;Alimentação;Restaurante;Boleto;0.0;0.0
20/07/2023;247.01;247.01;1.0;Pagamento PIX;0.0;;despesa;Lazer;Cinema;Dinheiro;0.0;0.0
21/07/2023;292.07;292.07;1.0;Pagamento PIX;0.0;;despesa;Transporte;Taxi;Crédito Parcelado;0.0;0.0
22/07/2023;31942.63;49618.15;0.643769;Dividendos;2.01;ADA;investimento;Investimentos;ETFs;Débito Online;3.5859;9.8816
22/07/2023;10533.6;188.1;56.0;Compra;4.77;ABEV3;investimento;Investimentos;ETFs;Transferência;9.5992;1.5039
22/07/2023;5076.42;133.59;38.0;Resgate;13.24;IMAB11;investimento;Investimentos;Criptomoedas;Débito Online;2.805;2.2059
22/07/2023;545.46;545.46;1.0;Compra;0.0;;despesa;Lazer;Hobby;Boleto;0.0;0.0
22/07/2023;2524.88;90695.61;0.027839;Venda;2.81;ADA;investimento;Investimentos;Renda Fixa;Débito Online;5.1106;3.1387
23/07/2023;9726.12;9726.12;1.0;Transferência;0.0;;receita;Trabalho;13º;Transferência;0.0;0.0
23/07/2023;268.78;268.78;1.0;Pagamento PIX;0.0;;despesa;Transporte;Estacionamento;Crédito Parcelado;0.0;0.0
23/07/2023;8033.82;8033.82;1.0;Crédito;0.0;;receita;Trabalho;Bônus;Transferência;0.0;0.0
24/07/2023;4935.85;4935.85;1.0;Compra;0.21;LCI;investimento;Investimentos;Renda Fixa;Débito;2.3816;1.0669
24/07/2023;381.97;381.97;1.0;Compra;0.0;;despesa;Alimentação;Restaurante;Dinheiro;0.0;0.0
24/07/2023;1977.31;1977.31;1.0;Lançamento;0.0;;despesa;Moradia;Condomínio;Boleto;0.0;0.0
24/07/2023;350.39;350.39;1.0;Lançamento;0.0;;despesa;Transporte;Metrô;Boleto;0.0;0.0
25/07/2023;1053.6;1053.6;1.0;Compra;1.44;Tesouro Selic;investimento;Investimentos;Renda Fixa;Débito Online;2.7342;0.6814
25/07/2023;917.35;917.35;1.0;Débito;0.0;;despesa;Alimentação;Merenda;Débito;0.0;0.0
25/07/2023;410.78;410.78;1.0;Débito;0.0;;despesa;Lazer;Cinema;Boleto;0.0;0.0
25/07/2023;371.66;371.66;1.0;Pagamento;0.0;;despesa;Saúde;Medicamento;Dinheiro;0.0;0.0
26/07/2023;1727.22;1727.22;1.0;Compra;0.0;;despesa;Saúde;Consulta;Débito;0.0;0.0
26/07/2023;12412.47;35652.97;0.348147;Resgate;22.22;AVAX;investimento;Investimentos;Ações;Débito Online;12.6881;3.1631
26/07/2023;6497.48;6497.48;1.0;Transferência;0.0;;receita;Trabalho;Salário;PIX;0.0;0.0
27/07/2023;240.16;240.16;1.0;Pagamento PIX;0.0;;despesa;Transporte;Estacionamento;Crédito;0.0;0.0
27/07/2023;420.69;14398.2;0.029218;Compra;9.51;DOGE;investimento;Investimentos;Renda Fixa;Transferência;13.7596;1.1352
27/07/2023;940.54;940.54;1.0;Lançamento;0.0;;despesa;Lazer;Viagem;Crédito;0.0;0.0
27/07/2023;9894.75;9894.75;1.0;Transferência;0.0;;receita;Trabalho;Salário;PIX;0.0;0.0
27/07/2023;2953.81;2953.81;1.0;Lançamento;0.0;;despesa;Moradia;Aluguel;PIX;0.0;0.0
28/07/2023;14885.15;14885.15;1.0;Transferência;0.0;;receita;Trabalho;Bônus;PIX;0.0;0.0
29/07/2023;7312.7;7312.7;1.0;Crédito;0.0;;receita;Trabalho;Bônus;PIX;0.0;0.0
29/07/2023;3063.6;68.08;45.0;Venda;7.47;BOVA11;investimento;Investimentos;ETFs;Débito;2.1452;0.5276
29/07/2023;410.8;410.8;1.0;Pagamento;0.0;;despesa;Lazer;Esporte;Débito;0.0;0.0
30/07/2023;7488.66;7488.66;1.0;Transferência PIX;0.0;;receita;Trabalho;Salário;Transferência;0.0;0.0
30/07/2023;497.46;497.46;1.0;Débito;0.0;;despesa;Educação;Cursos;PIX;0.0;0.0
31/07/2023;1322.24;1322.24;1.0;Pagamento;0.0;;despesa;Moradia;Aluguel;Transferência;0.0;0.0
31/07/2023;2695.8;2695.8;1.0;Pagamento;0.0;;despesa;Moradia;Internet;Transferência;0.0;0.0
31/07/2023;423.46;423.46;1.0;Pagamento;0.0;;despesa;Transporte;Gasolina;Dinheiro;0.0;0.0
31/07/2023;104.24;104.24;1.0;Pagamento PIX;0.0;;despesa;Transporte;Ônibus;Crédito;0.0;0.0
01/08/2023;10576.15;162.71;65.0;Venda;6.89;B3SA3;investimento;Investimentos;Criptomoedas;PIX;2.6353;4.7777
01/08/2023;14925.43;14925.43;1.0;Pix;0.0;;receita;Trabalho;Salário;Transferência;0.0;0.0
01/08/2023;84.42;84.42;1.0;Lançamento;0.0;;despesa;Educação;Livros;Transferência;0.0;0.0
01/08/2023;738.06;738.06;1.0;Pagamento;0.0;;despesa;Educação;Material Escolar;Dinheiro;0.0;0.0
01/08/2023;378.71;378.71;1.0;Pagamento;0.0;;despesa;Alimentação;Merenda;Dinheiro;0.0;0.0
02/08/2023;258.64;258.64;1.0;Débito;0.0;;despesa;Alimentação;Delivery;Pix;0.0;0.0
02/08/2023;6556.31;6556.31;1.0;Depósito;0.0;;receita;Trabalho;13º;PIX;0.0;0.0
02/08/2023;345.31;345.31;1.0;Lançamento;0.0;;despesa;Lazer;Show;PIX;0.0;0.0
02/08/2023;356.13;356.13;1.0;Lançamento;0.0;;despesa;Alimentação;Restaurante;Débito Online;0.0;0.0
02/08/2023;361.38;361.38;1.0;Compra;0.0;;despesa;Alimentação;Supermercado;Crédito;0.0;0.0
03/08/2023;2202.96;2202.96;1.0;Compra;0.0;;despesa;Moradia;Aluguel;PIX;0.0;0.0
03/08/2023;184.49;184.49;1.0;Débito;0.0;;despesa;Transporte;Estacionamento;Crédito;0.0;0.0
03/08/2023;596.56;596.56;1.0;Pagamento PIX;0.0;;despesa;Alimentação;Supermercado;Débito Online;0.0;0.0
04/08/2023;2540.77;2540.77;1.0;Pix;0.0;;receita;Trabalho;Freelance;Transferência;0.0;0.0
04/08/2023;455.9;455.9;1.0;Pagamento;0.0;;despesa;Saúde;Plano de Saúde;Débito Online;0.0;0.0
04/08/2023;982.44;982.44;1.0;Compra;0.0;;despesa;Educação;Cursos;Boleto;0.0;0.0
05/08/2023;660.66;660.66;1.0;Compra;0.0;;despesa;Alimentação;Restaurante;Débito;0.0;0.0
05/08/2023;1520.31;1520.31;1.0;Lançamento;0.0;;despesa;Saúde;Consulta;Crédito Parcelado;0.0;0.0
05/08/2023;464.99;464.99;1.0;Pagamento PIX;0.0;;despesa;Saúde;Plano de Saúde;Crédito Parcelado;0.0;0.0
05/08/2023;539.36;539.36;1.0;Débito;0.0;;despesa;Educação;Faculdade;PIX;0.0;0.0
05/08/2023;236.56;236.56;1.0;Compra;0.0;;despesa;Educação;Cursos;Crédito Parcelado;0.0;0.0
06/08/2023;437.29;437.29;1.0;Pagamento;0.0;;despesa;Transporte;Estacionamento;Débito;0.0;0.0
07/08/2023;2502.09;2502.09;1.0;Compra;0.0;;despesa;Moradia;Aluguel;Boleto;0.0;0.0
08/08/2023;616.96;616.96;1.0;Compra;0.0;;despesa;Educação;Livros;Débito Online;0.0;0.0
08/08/2023;97.27;97.27;1.0;Débito;0.0;;despesa;Transporte;Gasolina;Transferência;0.0;0.0
08/08/2023;148.04;148.04;1.0;Pagamento PIX;0.0;;despesa;Transporte;Ônibus;PIX;0.0;0.0
08/08/2023;793.6;793.6;1.0;Débito;0.0;;despesa;Lazer;Viagem;Transferência;0.0;0.0
09/08/2023;2406.05;2406.05;1.0;Compra;0.0;;despesa;Moradia;Condomínio;Transferência;0.0;0.0
09/08/2023;734.63;734.63;1.0;Pagamento PIX;0.0;;despesa;Educação;Cursos;Crédito;0.0;0.0
09/08/2023;5933.37;5933.37;1.0;Transferência PIX;0.0;;receita;Trabalho;Bônus;Transferência;0.0;0.0
09/08/2023;924.49;924.49;1.0;Pagamento;0.0;;despesa;Lazer;Hobby;Dinheiro;0.0;0.0
10/08/2023;286.04;286.04;1.0;Pagamento PIX;0.0;;despesa;Transporte;Taxi;Boleto;0.0;0.0
11/08/2023;552.47;552.47;1.0;Pagamento PIX;0.0;;despesa;Lazer;Esporte;Débito Online;0.0;0.0
11/08/2023;2666.56;2666.56;1.0;Débito;0.0;;despesa;Moradia;Condomínio;PIX;0.0;0.0
12/08/2023;2161.28;2161.28;1.0;Pix;0.0;;receita;Trabalho;Freelance;PIX;0.0;0.0
12/08/2023;754.2;754.2;1.0;Compra;0.0;;despesa;Educação;Material Escolar;Débito;0.0;0.0
12/08/2023;473.06;473.06;1.0;Pagamento PIX;0.0;;despesa;Educação;Faculdade;Crédito Parcelado;0.0;0.0
13/08/2023;4974.61;4974.61;1.0;Compra;3.51;LCA;investimento;Investimentos;Criptomoedas;Débito Online;2.5222;1.8788
13/08/2023;21028.28;34145.8;0.615838;Compra;3.15;ETH;investimento;Investimentos;Criptomoedas;Transferência;17.8832;3.3256
13/08/2023;61999.19;74735.64;0.82958;Compra;3.47;ETH;investimento;Investimentos;Renda Fixa;Débito;15.9321;4.9238
13/08/2023;324.13;324.13;1.0;Pagamento PIX;0.0;;despesa;Lazer;Cinema;Transferência;0.0;0.0
13/08/2023;4077.43;4077.43;1.0;Transferência PIX;0.0;;receita;Trabalho;Freelance;PIX;0.0;0.0
14/08/2023;14249.93;14249.93;1.0;Transferência PIX;0.0;;receita;Trabalho;Bônus;Transferência;0.0;0.0
14/08/2023;1675.3;152.3;11.0;Compra;0.86;BBDC4;investimento;Investimentos;Renda Fixa;Débito;7.0802;4.6934
14/08/2023;7532.02;7532.02;1.0;Transferência;0.0;;receita;Trabalho;Bônus;PIX;0.0;0.0
14/08/2023;166.2;166.2;1.0;Lançamento;0.0;;despesa;Transporte;Gasolina;Boleto;0.0;0.0
14/08/2023;12778.05;12778.05;1.0;Pix;0.0;;receita;Trabalho;Salário;Transferência;0.0;0.0
15/08/2023;7566.54;7566.54;1.0;Pix;0.0;;receita;Trabalho;13º;PIX;0.0;0.0
15/08/2023;99.53;99.53;1.0;Pagamento;0.0;;despesa;Transporte;Gasolina;Crédito Parcelado;0.0;0.0
15/08/2023;1727.91;1727.91;1.0;Lançamento;0.0;;despesa;Saúde;Medicamento;Transferência;0.0;0.0
15/08/2023;4961.4;82.69;60.0;Compra;19.72;BBDC4;investimento;Investimentos;Renda Fixa;PIX;0.0617;3.6872
15/08/2023;1471.82;1471.82;1.0;Lançamento;0.0;;despesa;Moradia;Aluguel;Transferência;0.0;0.0
16/08/2023;2989.96;2989.96;1.0;Débito;0.0;;despesa;Moradia;Aluguel;PIX;0.0;0.0
16/08/2023;952.48;952.48;1.0;Compra;0.0;;despesa;Alimentação;Delivery;Crédito Parcelado;0.0;0.0
16/08/2023;905.4;905.4;1.0;Lançamento;0.0;;despesa;Educação;Cursos;Pix;0.0;0.0
17/08/2023;2789.71;2789.71;1.0;Venda;6.27;CDB 100% CDI;investimento;Investimentos;Ações;Débito;3.0159;1.3462
17/08/2023;147.12;147.12;1.0;Pagamento PIX;0.0;;despesa;Transporte;Gasolina;Pix;0.0;0.0
17/08/2023;466.32;466.32;1.0;Lançamento;0.0;;despesa;Lazer;Hobby;Débito;0.0;0.0
17/08/2023;628.96;628.96;1.0;Débito;0.0;;despesa;Educação;Faculdade;Débito;0.0;0.0
18/08/2023;842.65;842.65;1.0;Lançamento;0.0;;despesa;Alimentação;Merenda;PIX;0.0;0.0
18/08/2023;271.61;271.61;1.0;Débito;0.0;;despesa;Transporte;Ônibus;PIX;0.0;0.0
18/08/2023;1255.2;1255.2;1.0;Compra;0.0;;despesa;Moradia;Luz;PIX;0.0;0.0
18/08/2023;597.32;597.32;1.0;Pagamento PIX;0.0;;despesa;Saúde;Medicamento;Débito;0.0;0.0
18/08/2023;384.16;384.16;1.0;Pagamento;0.0;;despesa;Lazer;Esporte;Pix;0.0;0.0
19/08/2023;352.28;352.28;1.0;Lançamento;0.0;;despesa;Alimentação;Restaurante;Transferência;0.0;0.0
20/08/2023;474.28;474.28;1.0;Compra;0.0;;despesa;Alimentação;Supermercado;Crédito Parcelado;0.0;0.0
20/08/2023;655.34;655.34;1.0;Débito;0.0;;despesa;Alimentação;Merenda;Crédito;0.0;0.0
20/08/2023;2294.47;2294.47;1.0;Pagamento;0.0;;despesa;Moradia;Aluguel;PIX;0.0;0.0
20/08/2023;71.9;71.9;1.0;Lançamento;0.0;;despesa;Transporte;Taxi;Crédito Parcelado;0.0;0.0
20/08/2023;373.45;373.45;1.0;Pagamento PIX;0.0;;despesa;Alimentação;Delivery;Débito Online;0.0;0.0
21/08/2023;1462.76;56.26;26.0;Venda;13.19;SPXI11;investimento;Investimentos;Renda Fixa;Débito Online;4.5639;0.8137
21/08/2023;154.39;154.39;1.0;Pagamento;0.0;;despesa;Transporte;Ônibus;Débito Online;0.0;0.0
21/08/2023;515.49;515.49;1.0;Compra;0.0;;despesa;Alimentação;Delivery;Transferência;0.0;0.0
21/08/2023;498.4;498.4;1.0;Débito;0.0;;despesa;Lazer;Esporte;Pix;0.0;0.0
21/08/2023;391.36;391.36;1.0;Lançamento;0.0;;despesa;Transporte;Taxi;Boleto;0.0;0.0
22/08/2023;844.85;844.85;1.0;Lançamento;0.0;;despesa;Lazer;Viagem;Pix;0.0;0.0
22/08/2023;1461.57;44.29;33.0;Resgate;11.46;SMAL11;investimento;Investimentos;Renda Fixa;Débito;7.8157;0.3432
22/08/2023;128.0;128.0;1.0;Pagamento PIX;0.0;;despesa;Transporte;Ônibus;Transferência;0.0;0.0
23/08/2023;431.25;431.25;1.0;Lançamento;0.0;;despesa;Educação;Cursos;Transferência;0.0;0.0
23/08/2023;4969.56;4969.56;1.0;Depósito;0.0;;receita;Trabalho;Freelance;Transferência;0.0;0.0
24/08/2023;714.94;714.94;1.0;Lançamento;0.0;;despesa;Educação;Faculdade;Dinheiro;0.0;0.0
24/08/2023;147.45;147.45;1.0;Lançamento;0.0;;despesa;Lazer;Viagem;Crédito Parcelado;0.0;0.0
24/08/2023;2179.52;2179.52;1.0;Débito;0.0;;despesa;Moradia;Condomínio;PIX;0.0;0.0
24/08/2023;463.79;463.79;1.0;Compra;0.0;;despesa;Transporte;Metrô;Pix;0.0;0.0
25/08/2023;10042.68;10042.68;1.0;Pix;0.0;;receita;Trabalho;Bônus;PIX;0.0;0.0
25/08/2023;2556.59;2556.59;1.0;Compra;0.0;;despesa;Moradia;Condomínio;Boleto;0.0;0.0
25/08/2023;656.58;656.58;1.0;Pagamento;0.0;;despesa;Educação;Faculdade;Boleto;0.0;0.0
25/08/2023;83.38;83.38;1.0;Pagamento PIX;0.0;;despesa;Educação;Livros;Dinheiro;0.0;0.0
25/08/2023;498.3;498.3;1.0;Débito;0.0;;despesa;Lazer;Esporte;Boleto;0.0;0.0
26/08/2023;1108.0;1108.0;1.0;Lançamento;0.0;;despesa;Saúde;Plano de Saúde;Pix;0.0;0.0
26/08/2023;544.44;544.44;1.0;Débito;0.0;;despesa;Lazer;Cinema;Pix;0.0;0.0
26/08/2023;2206.17;2206.17;1.0;Compra;0.0;;despesa;Moradia;Condomínio;Transferência;0.0;0.0
27/08/2023;12393.03;12393.03;1.0;Transferência PIX;0.0;;receita;Trabalho;13º;Transferência;0.0;0.0
27/08/2023;803.55;803.55;1.0;Lançamento;0.0;;despesa;Saúde;Medicamento;Débito;0.0;0.0
28/08/2023;2909.34;69.27;42.0;Dividendos;8.53;KMAX11;investimento;Investimentos;Renda Fixa;Transferência;3.9657;1.2959
28/08/2023;262.02;262.02;1.0;Pagamento;0.0;;despesa;Transporte;Gasolina;Crédito;0.0;0.0
28/08/2023;147.53;147.53;1.0;Lançamento;0.0;;despesa;Alimentação;Delivery;Transferência;0.0;0.0
28/08/2023;572.96;572.96;1.0;Lançamento;0.0;;despesa;Alimentação;Delivery;Pix;0.0;0.0
29/08/2023;151.53;151.53;1.0;Débito;0.0;;despesa;Lazer;Cinema;Débito;0.0;0.0
29/08/2023;9327.36;9327.36;1.0;Crédito;0.0;;receita;Trabalho;Salário;PIX;0.0;0.0
29/08/2023;100.03;100.03;1.0;Débito;0.0;;despesa;Alimentação;Supermercado;Boleto;0.0;0.0
29/08/2023;7640.45;7640.45;1.0;Pix;0.0;;receita;Trabalho;Bônus;PIX;0.0;0.0
30/08/2023;9644.53;9644.53;1.0;Transferência;0.0;;receita;Trabalho;Bônus;PIX;0.0;0.0
30/08/2023;1083.14;1083.14;1.0;Lançamento;0.0;;despesa;Moradia;Internet;PIX;0.0;0.0
31/08/2023;822.29;822.29;1.0;Lançamento;0.0;;despesa;Educação;Cursos;Dinheiro;0.0;0.0
31/08/2023;451.93;451.93;1.0;Lançamento;0.0;;despesa;Lazer;Hobby;Débito;0.0;0.0
31/08/2023;1261.85;1261.85;1.0;Lançamento;0.0;;despesa;Saúde;Consulta;Transferência;0.0;0.0
31/08/2023;3516.45;100.47;35.0;Dividendos;8.93;IMAB11;investimento;Investimentos;Ações;PIX;3.5157;1.9465
31/08/2023;22072.43;22933.06;0.962472;Compra;14.24;ETH;investimento;Investimentos;Criptomoedas;PIX;19.4416;7.9747
01/09/2023;586.83;586.83;1.0;Lançamento;0.0;;despesa;Saúde;Consulta;Pix;0.0;0.0
02/09/2023;689.77;689.77;1.0;Pagamento;0.0;;despesa;Alimentação;Merenda;PIX;0.0;0.0
03/09/2023;1351.26;1351.26;1.0;Compra;0.0;;despesa;Saúde;Medicamento;Pix;0.0;0.0
03/09/2023;7159.44;77.82;92.0;Venda;2.24;VALE3;investimento;Investimentos;Renda Fixa;Débito;6.8619;2.4272
