2025-10-07 20:43:33 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:52:43 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:52:43 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:43 | ERROR    | core.ai_services:analyze_offer_quality:434 | Erro ao analisar oferta: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:52:43 | INFO     | core.logger:log_performance:245 | Performance - analyze_offer | Duration: 0.000s | success=False
2025-10-07 20:52:43 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Análise de oferta para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:52:43 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:52:43 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:43 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:52:43 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:52:43 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:52:43 | INFO     | __main__:main:500 | Dashboard carregado com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:53:08 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto selecionado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Resumo gerado para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Análise de reviews para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | ERROR    | core.ai_services:analyze_offer_quality:434 | Erro ao analisar oferta: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:53:08 | INFO     | core.logger:log_performance:245 | Performance - analyze_offer | Duration: 0.000s | success=False
2025-10-07 20:53:08 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Análise de oferta para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:53:08 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto selecionado: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Resumo gerado para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Análise de reviews para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | ERROR    | core.ai_services:analyze_offer_quality:434 | Erro ao analisar oferta: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:53:08 | INFO     | core.logger:log_performance:245 | Performance - analyze_offer | Duration: 0.000s | success=False
2025-10-07 20:53:08 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Análise de oferta para: Geladeira Samsung French Door RF22R7351SG/AZ Inverse 582 Litros Inox
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:get_product:55 | Produto encontrado: ID 1
2025-10-07 20:53:08 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:08 | INFO     | __main__:main:500 | Dashboard carregado com sucesso
2025-10-07 20:53:26 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:53:26 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:53:26 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:53:26 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:26 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 100)
2025-10-07 20:53:26 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:53:26 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:26 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:26 | INFO     | __main__:main:457 | Página de alertas carregada com sucesso
2025-10-07 20:53:34 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:53:34 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:34 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:53:40 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:53:40 | INFO     | __main__:initialize_session_state:118 | Session state inicializado
2025-10-07 20:53:40 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:53:40 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:40 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:53:40 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:40 | ERROR    | __main__:display_ai_insights:343 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:53:40 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:53:54 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:53:54 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:53:54 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:54:04 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: iphone 14
2025-10-07 20:54:04 | ERROR    | core.ai_services:search_products_with_gemini:179 | Erro na busca de produtos 'iphone 14': Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:54:04 | INFO     | core.logger:log_performance:245 | Performance - search_products | Duration: 0.000s | success=False
2025-10-07 20:54:04 | ERROR    | __main__:display_search_section:98 | Erro na pesquisa: Falha na busca de produtos: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:54:04 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:54:04 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:54:04 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:54:10 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: iphone 14 pro
2025-10-07 20:54:10 | ERROR    | core.ai_services:search_products_with_gemini:179 | Erro na busca de produtos 'iphone 14 pro': Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:54:10 | INFO     | core.logger:log_performance:245 | Performance - search_products | Duration: 0.000s | success=False
2025-10-07 20:54:10 | ERROR    | __main__:display_search_section:98 | Erro na pesquisa: Falha na busca de produtos: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:54:10 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:54:10 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:54:10 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:54:21 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:54:21 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:54:21 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:54:21 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:54:21 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:54:21 | ERROR    | __main__:display_ai_insights:343 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:54:21 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:54:55 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:54:55 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:54:55 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:54:58 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:54:58 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:54:58 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:54:58 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:54:58 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:54:58 | ERROR    | __main__:display_ai_insights:343 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:54:58 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:55:31 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:55:31 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:55:31 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:55:31 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:55:31 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:55:31 | ERROR    | __main__:display_ai_insights:343 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:55:31 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:55:31 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:55:32 | INFO     | core.ai_services:_initialize_model:46 | Cliente Gemini (google-genai) inicializado | key=****COSM | source=manual | model=gemini-2.5-flash
2025-10-07 20:55:32 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:55:32 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:55:32 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:55:32 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:55:32 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:55:35 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:55:35 | INFO     | core.database:__exit__:440 | Transação commitada com sucesso
2025-10-07 20:55:35 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:55:35 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:55:35 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 200
2025-10-07 20:55:35 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 3.162s | tokens=200
2025-10-07 20:55:45 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: iphone 14 pro
2025-10-07 20:55:45 | ERROR    | core.ai_services:search_products_with_gemini:179 | Erro na busca de produtos 'iphone 14 pro': Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:55:45 | INFO     | core.logger:log_performance:245 | Performance - search_products | Duration: 0.000s | success=False
2025-10-07 20:55:45 | ERROR    | __main__:display_search_section:98 | Erro na pesquisa: Falha na busca de produtos: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:55:45 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:55:45 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:55:45 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:56:20 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:56:20 | INFO     | __main__:initialize_session_state:118 | Session state inicializado
2025-10-07 20:56:20 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:56:20 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:21 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:56:21 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:21 | ERROR    | __main__:display_ai_insights:343 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:56:21 | INFO     | __main__:main:390 | Página inicial carregada com sucesso
2025-10-07 20:56:26 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:56:26 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:26 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:56:42 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: iPhone 15 Pro Max 256GB
2025-10-07 20:56:42 | ERROR    | core.ai_services:search_products_with_gemini:179 | Erro na busca de produtos 'iPhone 15 Pro Max 256GB': Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:56:42 | INFO     | core.logger:log_performance:245 | Performance - search_products | Duration: 0.000s | success=False
2025-10-07 20:56:42 | ERROR    | __main__:display_search_section:98 | Erro na pesquisa: Falha na busca de produtos: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:56:42 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:56:42 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:42 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:56:45 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:56:45 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:45 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:56:45 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:45 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:56:45 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:45 | ERROR    | __main__:display_ai_insights:361 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:56:45 | INFO     | __main__:main:408 | Página inicial carregada com sucesso
2025-10-07 20:56:56 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:56:56 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:56 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:56:56 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:56 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:56:56 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:56 | ERROR    | __main__:display_ai_insights:361 | Erro ao gerar insight: Cliente Gemini não configurado. Defina a chave da API primeiro.
2025-10-07 20:56:56 | INFO     | __main__:main:408 | Página inicial carregada com sucesso
2025-10-07 20:56:56 | INFO     | core.logger:setup_logging:116 | Sistema de logging Loguru inicializado com sucesso
2025-10-07 20:56:57 | INFO     | core.ai_services:_initialize_model:46 | Cliente Gemini (google-genai) inicializado | key=****COSM | source=manual | model=gemini-2.5-flash
2025-10-07 20:56:57 | INFO     | core.database:set_setting:443 | Setting salvo: GEMINI_API_KEY
2025-10-07 20:56:57 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:57 | INFO     | core.database:get_stats:410 | Estatísticas calculadas: {'total_products': 2, 'active_alerts': 0, 'products_with_history': 2, 'products_with_tags': 2, 'coverage_percentage': 100.0}
2025-10-07 20:56:57 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:57 | INFO     | core.database:get_active_alerts:317 | Encontrados 0 alertas ativos
2025-10-07 20:56:57 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:56:57 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:56:59 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:56:59 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 241
2025-10-07 20:56:59 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 1.819s | tokens=241
2025-10-07 20:56:59 | INFO     | __main__:main:408 | Página inicial carregada com sucesso
2025-10-07 20:57:00 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:57:00 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:57:00 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:57:07 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: iPhone 15 Pro Max 256GB
2025-10-07 20:57:07 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:57:12 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:57:12 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 974
2025-10-07 20:57:12 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 4.866s | tokens=974
2025-10-07 20:57:12 | INFO     | core.ai_services:search_products_with_gemini:160 | Busca por 'iPhone 15 Pro Max 256GB' retornou 5 produtos
2025-10-07 20:57:12 | INFO     | core.logger:log_performance:245 | Performance - search_products | Duration: 4.867s | products_found=5
2025-10-07 20:57:12 | INFO     | core.database:get_all_products:80 | Listados 2 produtos (offset: 0, limit: 10)
2025-10-07 20:57:12 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:57:12 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:57:21 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: iPhone 15 Pro Max 256GB
2025-10-07 20:57:21 | WARNING  | core.utils:validate_product_name:89 | Nome contém caracteres especiais: Apple iPhone 15 Pro Max (256 GB) - Titânio Natural
2025-10-07 20:57:21 | INFO     | core.utils:validate_product_name:91 | Nome de produto validado: Apple iPhone 15 Pro Max (256 GB) - Titânio Natural
2025-10-07 20:57:21 | INFO     | core.utils:validate_price:53 | Preço validado: R$ 7999.00
2025-10-07 20:57:21 | INFO     | core.logger:log_user_action:202 | Ação do usuário: price_validation - Preço validado: R$ 7999.00
2025-10-07 20:57:21 | WARNING  | core.database:get_product_by_name:70 | Produto não encontrado por nome: Apple iPhone 15 Pro Max (256 GB) - Titânio Natural
2025-10-07 20:57:21 | ERROR    | __main__:add_product_to_monitoring:141 | Falha concurrente (tags/threshold) para 'Apple iPhone 15 Pro Max (256 GB) - Titânio Natural': NoSessionContext: 
2025-10-07 20:57:21 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:57:21 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:57:21 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 167
2025-10-07 20:57:21 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 0.700s | tokens=167
2025-10-07 20:57:21 | INFO     | core.ai_services:generate_tags_for_product:219 | Tags geradas para 'Apple iPhone 15 Pro Max (256 GB) - Titânio Natural': iPhone, Apple, Smartphone, 256GB, Titânio, iOS, iPhone 15
2025-10-07 20:57:21 | INFO     | core.logger:log_performance:245 | Performance - generate_tags | Duration: 0.701s | tags_count=7
2025-10-07 20:57:21 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:57:22 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:57:22 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 155
2025-10-07 20:57:22 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 0.768s | tokens=155
2025-10-07 20:57:22 | INFO     | core.ai_services:suggest_alert_threshold:579 | Threshold sugerido para 'Apple iPhone 15 Pro Max (256 GB) - Titânio Natural': R$ 6199.00
2025-10-07 20:57:22 | INFO     | core.logger:log_performance:245 | Performance - suggest_threshold | Duration: 0.769s | threshold_value=6199.0
2025-10-07 20:57:22 | INFO     | core.database:create_product:40 | Produto criado com sucesso: ID 3, Nome: Apple iPhone 15 Pro Max (256 GB) - Titânio Natural
2025-10-07 20:57:22 | INFO     | core.logger:log_database_operation:225 | DB INSERT em products (ID: 3) executado com sucesso
2025-10-07 20:57:22 | INFO     | core.database:get_product:55 | Produto encontrado: ID 3
2025-10-07 20:57:22 | INFO     | core.database:update_price_history:201 | Novo preço adicionado: R$ 7999.0
2025-10-07 20:57:22 | INFO     | core.database:update_price_history:220 | Histórico de preços atualizado para produto ID 3
2025-10-07 20:57:22 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Produto adicionado: Apple iPhone 15 Pro Max (256 GB) - Titânio Natural
2025-10-07 20:57:22 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:57:22 | INFO     | core.database:get_all_products:80 | Listados 3 produtos (offset: 0, limit: 10)
2025-10-07 20:57:22 | INFO     | core.database:__exit__:479 | Transação commitada com sucesso
2025-10-07 20:57:22 | INFO     | __main__:main:407 | Página de pesquisa carregada com sucesso
2025-10-07 20:57:26 | INFO     | core.logger:log_user_action:202 | Ação do usuário: Pesquisa iniciada: iPhone 15 Pro Max 256GB
2025-10-07 20:57:26 | INFO     | core.utils:validate_product_name:91 | Nome de produto validado: iPhone 15 Pro Max Apple, 256GB, Titânio Azul, Tela de 6,7”
2025-10-07 20:57:26 | INFO     | core.utils:validate_price:53 | Preço validado: R$ 8199.00
2025-10-07 20:57:26 | INFO     | core.logger:log_user_action:202 | Ação do usuário: price_validation - Preço validado: R$ 8199.00
2025-10-07 20:57:26 | WARNING  | core.database:get_product_by_name:70 | Produto não encontrado por nome: iPhone 15 Pro Max Apple, 256GB, Titânio Azul, Tela de 6,7”
2025-10-07 20:57:26 | ERROR    | __main__:add_product_to_monitoring:141 | Falha concurrente (tags/threshold) para 'iPhone 15 Pro Max Apple, 256GB, Titânio Azul, Tela de 6,7”': NoSessionContext: 
2025-10-07 20:57:26 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
2025-10-07 20:57:26 | INFO     | httpx._client:_send_single_request:1025 | HTTP Request: POST https://generativelanguage.googleapis.com/v1beta/models/gemini-2.5-flash:generateContent "HTTP/1.1 200 OK"
2025-10-07 20:57:26 | INFO     | core.logger:log_api_call:168 | API call 'gemini_api_call' executada com sucesso. Tokens usados: 183
2025-10-07 20:57:26 | INFO     | core.logger:log_performance:245 | Performance - gemini_api_call | Duration: 0.628s | tokens=183
2025-10-07 20:57:26 | INFO     | core.ai_services:generate_tags_for_product:219 | Tags geradas para 'iPhone 15 Pro Max Apple, 256GB, Titânio Azul, Tela de 6,7”': iPhone 15 Pro Max, Apple, 256GB, Titânio Azul, Tela 6.7, Smartphone, Celular
2025-10-07 20:57:26 | INFO     | core.logger:log_performance:245 | Performance - generate_tags | Duration: 0.629s | tags_count=7
2025-10-07 20:57:26 | INFO     | google.genai.models:generate_content:6490 | AFC is enabled with max remote calls: 10.
